0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"(37.50358582, 127.04264069)","(37.50362396, 127.10355377)","(37.50364304, 127.01602173)","(37.50375748, 127.13709259)","(37.50381088, 127.0213623)","(37.50419998, 127.08753204)","(37.50420761, 127.04896545)","(37.57513809, 126.91394043)","(37.52750778, 126.91429901)","(37.51769257, 126.91429901)","(37.50321198, 126.95459747)","(37.50362396, 126.99732208)","(37.56469727, 126.91261292)","(37.51828384, 126.9126358)","(37.52863693, 126.91267395)","(37.54864502, 126.91282654)","(37.57065201, 126.91298676)","(37.59079742, 126.91365051)","(37.52841568, 126.91391754)","(37.50411606, 126.99748993)",
"(37.50458908, 127.13936615)","(37.504673, 127.02579498)","(37.50471115, 127.08756256)","(37.50508881, 127.02391052)","(37.50509644, 127.0131073)","(37.55062866, 126.91498566)","(37.50478745, 126.99992371)","(37.5723877, 126.91510773)","(37.60473633, 126.91533661)","(37.59860611, 126.91540527)","(37.50449371, 126.92195129)","(37.6436615, 126.91455841)","(37.56855011, 126.91451263)","(37.50449753, 126.93898773)","(37.50456238, 126.94678497)","(37.56912231, 126.91479492)","(37.55000687, 126.91482544)","(37.59181213, 126.91483307)","(37.50470352, 126.96073151)","(37.61248398, 126.91487885)",
"(37.50541306, 127.13169098)","(37.50542831, 127.0528717)","(37.50544357, 127.13233185)","(37.50546265, 127.0773468)","(37.50550461, 127.10657501)","(37.5055809, 127.02427673)","(37.5056076, 127.00215912)","(37.50580215, 127.10971832)","(37.50569153, 127.08403778)","(37.52466583, 126.91802216)","(37.50535583, 126.96617889)","(37.59949112, 126.91686249)","(37.61000443, 126.91639709)","(37.58966064, 126.91694641)","(37.52816391, 126.91702271)","(37.57946014, 126.91712952)","(37.61077881, 126.91735077)","(37.61318588, 126.91735077)","(37.56765747, 126.91780853)","(37.57456207, 126.91799164)",
"(37.50593185, 127.10774994)","(37.50619888, 127.0039444)","(37.50630188, 127.12139893)","(37.50636673, 127.03452301)","(37.50656128, 127.09655762)","(37.50660706, 127.05467987)","(37.63925934, 126.91890717)","(37.52190781, 126.91895294)","(37.50667191, 126.95777893)","(37.63623428, 126.91899872)","(37.50585175, 126.93936157)","(37.50592804, 126.96923065)","(37.56983566, 126.91809082)","(37.59437561, 126.91815948)","(37.64310837, 126.91822052)","(37.64468384, 126.91845703)","(37.55751038, 126.91850281)","(37.5063591, 126.96907806)","(37.55274582, 126.91861725)","(37.5280571, 126.91870117)",
"(37.5067482, 127.09883118)","(37.50693893, 127.13922119)","(37.50723267, 127.05685425)","(37.50735092, 127.00801849)","(37.50786591, 127.11698914)","(37.50799942, 127.04524994)","(37.50809097, 127.06310272)","(37.50811005, 127.0394516)","(37.62266922, 126.91999054)","(37.60070038, 126.92012787)","(37.63001633, 126.91902924)","(37.51384354, 126.9193573)","(37.50704193, 126.95915222)","(37.56516647, 126.91939545)","(37.63825226, 126.91945648)","(37.63028717, 126.91956329)","(37.50764084, 126.92308044)","(37.61721039, 126.91957855)","(37.57327652, 126.91967773)","(37.54769135, 126.91998291)",
"(37.50831985, 127.13321686)","(37.50847626, 127.01676178)","(37.50867844, 127.1034317)","(37.50883102, 127.13426208)","(37.50887299, 127.08716583)","(37.50896835, 127.12583923)","(37.50898361, 127.12659454)","(37.50920105, 127.10411835)","(37.50912094, 127.06230927)","(37.51896286, 126.9216156)","(37.60166168, 126.92030334)","(37.55583954, 126.92043304)","(37.50858688, 126.96349335)","(37.52626419, 126.92050934)","(37.61978149, 126.92080688)","(37.5230217, 126.9208374)","(37.57215881, 126.92118835)","(37.60784912, 126.92132568)","(37.53123856, 126.92133331)","(37.64260864, 126.92147827)",
"(37.50957489, 127.0634079)","(37.50958633, 127.04090881)","(37.50997543, 127.13369751)","(37.50997925, 127.11231232)","(37.51019287, 127.00725555)","(37.51034927, 127.01605225)","(37.51045227, 127.10640717)","(37.51042938, 127.07137299)","(37.58699417, 126.92288208)","(37.60558319, 126.92293549)","(37.5093689, 126.92807007)","(37.57812119, 126.92175293)","(37.50938034, 126.96361542)","(37.61780167, 126.92196655)","(37.56465149, 126.92212677)","(37.57311249, 126.9224472)","(37.53179169, 126.92245483)","(37.61785507, 126.9225235)","(37.58334351, 126.92274475)","(37.60036087, 126.92281342)",
"(37.51050949, 127.09336853)","(37.51128006, 127.07823944)","(37.51129532, 127.08673859)","(37.51146317, 127.07881165)","(37.51151657, 127.02147675)","(37.51156998, 127.10107422)","(37.51169586, 127.04934692)","(37.64350891, 126.92410278)","(37.51193619, 126.9541626)","(37.53105545, 126.92420959)","(37.59036255, 126.92301178)","(37.51054764, 126.94484711)","(37.57222748, 126.92306519)","(37.51083755, 126.96163177)","(37.59347916, 126.92318726)","(37.54920197, 126.92320251)","(37.5213623, 126.92346191)","(37.54787064, 126.92353058)","(37.64585114, 126.92379761)","(37.58109665, 126.92402649)",
"(37.51194382, 127.09121704)","(37.51198196, 127.08505249)","(37.51202011, 127.12864685)","(37.51208878, 127.09619141)","(37.51210403, 127.10778046)","(37.51216888, 127.07893372)","(37.51252747, 127.03583527)","(37.63140869, 126.92540741)","(37.51284409, 126.95246887)","(37.52606583, 126.92553711)","(37.55706024, 126.92442322)","(37.52881622, 126.92453003)","(37.51198959, 126.92708588)","(37.52222824, 126.92463684)","(37.58369827, 126.9249649)","(37.60412598, 126.92508698)","(37.61654282, 126.92512512)","(37.51213455, 126.92543793)","(37.62265015, 126.92524719)","(37.5582962, 126.92538452)",
"(37.51298904, 127.01117706)","(37.51304626, 127.00595856)","(37.51312637, 127.10095978)","(37.60119247, 126.92638397)","(37.51335907, 126.94805908)","(37.60097504, 126.92695618)","(37.5135231, 126.94352722)","(37.56454086, 126.92707062)","(37.51357651, 126.95555115)","(37.52234268, 126.92710114)","(37.51290131, 126.92661285)","(37.62094879, 126.92563629)","(37.52069473, 126.92583466)","(37.51293945, 126.93424225)","(37.56612015, 126.92589569)","(37.51359177, 126.92593384)","(37.51306152, 126.92951202)","(37.5193634, 126.92604828)","(37.57490921, 126.92614746)","(37.51324844, 126.93997192)",
"(37.51393509, 127.05982208)","(37.51357651, 127.05503082)","(37.51395035, 127.03015137)","(37.51396179, 127.12167358)","(37.51396179, 127.10030365)","(37.51408768, 127.09902954)","(37.51424026, 127.12306976)","(37.51430893, 127.05970001)","(37.51424789, 127.06111908)","(37.55657578, 126.9288559)","(37.55893326, 126.92711639)","(37.51391983, 126.94306946)","(37.64586639, 126.92739105)","(37.60169983, 126.92742157)","(37.60394287, 126.92769623)","(37.57564163, 126.92782593)","(37.52461243, 126.92783356)","(37.51776505, 126.92841339)","(37.60240173, 126.9286499)","(37.6257782, 126.92881775)",
"(37.51486969, 127.01528168)","(37.51435852, 127.10619354)","(37.51474762, 127.03513336)","(37.51583099, 127.10679626)","(37.51588058, 127.01930237)","(37.51588821, 127.06620026)","(37.51621246, 127.08434296)","(37.51625824, 127.13059235)","(37.51665878, 127.11625671)","(37.51657104, 127.13153839)","(37.62672043, 126.92901611)","(37.52327728, 126.92923737)","(37.51736832, 126.92925262)","(37.64408112, 126.92928314)","(37.64208984, 126.92941284)","(37.62851715, 126.92958069)","(37.61096954, 126.92980957)","(37.56519699, 126.92985535)","(37.52207947, 126.93036652)","(37.64867401, 126.93070221)",
"(37.51678085, 127.09049225)","(37.51678467, 127.05161285)","(37.51681137, 127.04047394)","(37.51728821, 127.11419678)","(37.5175705, 127.02364349)","(37.51758957, 127.03502655)","(37.51763535, 127.02245331)","(37.51777267, 127.04302216)","(37.63414001, 126.93234253)","(37.5200882, 126.93236542)","(37.57807159, 126.93081665)","(37.60956573, 126.93097687)","(37.54528427, 126.93105316)","(37.63310242, 126.9315033)","(37.51729584, 126.95914459)","(37.56796646, 126.93172455)","(37.51731873, 126.95829773)","(37.54773331, 126.9317627)","(37.64385986, 126.93187714)","(37.52698898, 126.93209839)",
"(37.51807022, 127.04711914)","(37.51863861, 127.03540039)","(37.51871109, 127.05084991)","(37.51890182, 127.04938507)","(37.51913834, 127.02751923)","(37.51978683, 127.0567627)","(37.51987839, 127.13671112)","(37.60702515, 126.93331146)","(37.51990891, 126.98923492)","(37.5697403, 126.93332672)","(37.60890961, 126.93241882)","(37.51850891, 126.97879791)","(37.61442947, 126.93257904)","(37.56238174, 126.93264771)","(37.61843872, 126.93288422)","(37.52349091, 126.93289948)","(37.51931381, 126.9331665)","(37.51943588, 126.93759918)","(37.54976654, 126.93317413)","(37.63722229, 126.93330383)",
"(37.52007675, 127.11236572)","(37.52026749, 127.01525116)","(37.52045059, 127.10420227)","(37.52048874, 127.1352005)","(37.52058029, 127.05632782)","(37.52064133, 127.03450775)","(37.52124023, 127.0318985)","(37.52069473, 126.97097778)","(37.54724503, 126.93502808)","(37.58638763, 126.93512726)","(37.55342865, 126.93379211)","(37.54524231, 126.93411255)","(37.52033615, 126.9942627)","(37.54254532, 126.93429565)","(37.55295563, 126.93434143)","(37.55979538, 126.93447876)","(37.520504, 126.98973846)","(37.5591774, 126.93452454)","(37.60903168, 126.93467712)","(37.52483749, 126.93490601)",
"(37.52127457, 127.06103516)","(37.52193832, 127.13186646)","(37.52197647, 127.13362122)","(37.52330017, 127.03847504)","(37.58333588, 126.93628693)","(37.52272415, 126.97277069)","(37.55549622, 126.93634033)","(37.52293015, 126.96169281)","(37.52412033, 126.93654633)","(37.58928299, 126.93694305)","(37.60129929, 126.93534851)","(37.52177048, 126.977005)","(37.5212822, 126.97346497)","(37.63734818, 126.93584442)","(37.60100937, 126.93592834)","(37.5813179, 126.93599701)","(37.57838058, 126.93609619)","(37.52204132, 126.96552277)","(37.55485916, 126.93615723)","(37.52267456, 126.93778992)",
"(37.52361298, 127.04017639)","(37.5239296, 127.1291275)","(37.5240097, 127.00144958)","(37.52407074, 127.02178955)","(37.52452469, 127.11450958)","(37.52511597, 127.05246735)","(37.52516937, 127.11715698)","(37.52679443, 127.13005829)","(37.52678299, 127.13557434)","(37.54948425, 126.93894958)","(37.5535202, 126.93695068)","(37.52365112, 126.97026825)","(37.55113983, 126.93698883)","(37.55550385, 126.93720245)","(37.64131546, 126.93804169)","(37.55789185, 126.93807983)","(37.54364014, 126.93830872)","(37.54745865, 126.93837738)","(37.5971489, 126.93852997)","(37.61050797, 126.9385376)",
"(37.52681351, 127.1181488)","(37.52684402, 127.02825928)","(37.52703094, 127.12206268)","(37.5271225, 127.02871704)","(37.52745438, 127.04042816)","(37.52779388, 127.14764404)","(37.52812195, 127.11952209)","(37.52838135, 127.03901672)","(37.52825165, 127.12680054)","(37.55041122, 126.94384766)","(37.5591011, 126.93917847)","(37.560009, 126.94073486)","(37.59293365, 126.94129181)","(37.59115982, 126.94132996)","(37.5271492, 126.95516205)","(37.54821014, 126.94138336)","(37.6567688, 126.94200897)","(37.55600357, 126.94229889)","(37.54234695, 126.94302368)","(37.55681229, 126.9431839)",
"(37.52906036, 127.00672913)","(37.52930069, 127.03559875)","(37.52956009, 127.1490097)","(37.52974701, 127.1199646)","(37.5297699, 127.07485962)","(37.53016663, 127.00743866)","(37.53023529, 127.08683014)","(37.56526947, 126.94624329)","(37.55695343, 126.94634247)","(37.58670044, 126.94676971)","(37.52856827, 126.96569061)","(37.53575134, 126.94403839)","(37.59186172, 126.94421387)","(37.56406784, 126.94532776)","(37.53993607, 126.94582367)","(37.52960968, 126.96887207)","(37.53927231, 126.94591522)","(37.65842819, 126.94606018)","(37.55659103, 126.94618988)","(37.53014755, 126.96848297)",
"(37.53071594, 127.12098694)","(37.53099442, 127.14237213)","(37.53120804, 127.1492691)","(37.53131104, 127.11128235)","(37.53147125, 127.11109161)","(37.53181076, 127.08074188)","(37.53186035, 127.06719208)","(37.53247833, 127.08509064)","(37.5435791, 126.95132446)","(37.54425049, 126.95163727)","(37.54243088, 126.9469986)","(37.53452682, 126.9471817)","(37.59432983, 126.9473877)","(37.53442383, 126.94857025)","(37.53142166, 126.95149994)","(37.55711365, 126.94881439)","(37.58221054, 126.95016479)","(37.54457855, 126.9502182)","(37.58224487, 126.95064545)","(37.53243256, 126.95474243)",
"(37.53310776, 127.12277222)","(37.53377914, 127.13799286)","(37.53450775, 127.13840485)","(37.53379822, 126.98867035)","(37.55812836, 126.95620728)","(37.53427887, 126.98856354)","(37.5530014, 126.95668793)","(37.53440857, 126.9868927)","(37.54554749, 126.95679474)","(37.60853958, 126.95713806)","(37.53269958, 126.96437836)","(37.55739594, 126.9521637)","(37.5330658, 126.96073151)","(37.54906082, 126.95417786)","(37.54990387, 126.95514679)","(37.53345108, 126.97173309)","(37.55720139, 126.95566559)","(37.53351212, 126.97227478)","(37.56145477, 126.95574951)","(37.57666779, 126.95584869)",
"(37.53474426, 127.13528442)","(37.53507233, 127.07611084)","(37.53514099, 127.00600433)","(37.5352211, 127.06839752)","(37.53544617, 127.14518738)","(37.55754852, 126.9593811)","(37.57220459, 126.95974731)","(37.53525925, 126.97505188)","(37.57125854, 126.96047974)","(37.57202911, 126.96078491)","(37.53452301, 126.97750092)","(37.57501602, 126.95755005)","(37.53483963, 126.97766113)","(37.60760117, 126.95768738)","(37.60012817, 126.95783234)","(37.53502274, 126.9980545)","(37.54047775, 126.95811462)","(37.57386017, 126.95829773)","(37.53507996, 126.98538208)","(37.57384872, 126.95869446)",
"(37.53546524, 127.09448242)","(37.53596115, 127.14781952)","(37.53596878, 127.09467316)","(37.53600693, 127.12272644)","(37.53620529, 127.13256073)","(37.53633118, 127.11618042)","(37.53647232, 127.13715363)","(37.53657532, 127.08258057)","(37.53655624, 127.12553406)","(37.56046295, 126.96552277)","(37.53900909, 126.96138)","(37.54232025, 126.96195984)","(37.55996704, 126.96246338)","(37.59725952, 126.96308899)","(37.53607941, 126.97341919)","(37.59512711, 126.96349335)","(37.5621376, 126.96377563)","(37.56885529, 126.96456146)","(37.53722, 126.96501923)","(37.55410767, 126.96540833)",
"(37.53680038, 127.09083557)","(37.53657913, 127.0929718)","(37.53680801, 127.05548859)","(37.5368309, 127.12841797)","(37.53699875, 127.12953186)","(37.53701019, 127.08224487)","(37.53701401, 127.06109619)","(37.53730774, 127.07035065)","(37.53739929, 126.96892548)","(37.55536652, 126.96864319)","(37.56477737, 126.96614838)","(37.53675842, 126.97000122)","(37.56131744, 126.96658325)","(37.5695076, 126.9670105)","(37.56472397, 126.96727753)","(37.60604858, 126.96763611)","(37.57484818, 126.96826935)","(37.60627365, 126.96832275)","(37.55978012, 126.96850586)","(37.57633209, 126.96858978)",
"(37.5377655, 127.15201569)","(37.53784943, 127.09217072)","(37.53805161, 127.07659912)","(37.53809738, 127.08901978)","(37.53813934, 127.00409698)","(37.53822708, 127.13174438)","(37.53858185, 127.12280273)","(37.53866577, 127.12424469)","(37.53872681, 127.00154877)","(37.57579422, 126.97145081)","(37.53739929, 126.96892548)","(37.55641556, 126.9691925)","(37.56805038, 126.96923065)","(37.54489517, 126.96938324)","(37.54165268, 126.97050476)","(37.57455063, 126.97055054)","(37.53841019, 126.98664856)","(37.58507919, 126.9706192)","(37.5621109, 126.97071838)","(37.56999969, 126.97109985)",
"(37.53913879, 127.07061768)","(37.53950119, 127.08300018)","(37.53956604, 127.0724411)","(37.53965378, 127.05258942)","(37.53989029, 127.07336426)","(37.5398941, 127.14103699)","(37.54006195, 127.09449768)","(37.54013824, 127.06928253)","(37.54072952, 127.10290527)","(37.60871887, 126.97286224)","(37.55989075, 126.97149658)","(37.54198074, 126.97154236)","(37.54902649, 126.97194672)","(37.54407883, 126.97200012)","(37.57436371, 126.97236633)","(37.5444603, 126.97238922)","(37.58360291, 126.97254944)","(37.55760193, 126.97257996)","(37.55227661, 126.97268677)","(37.54079437, 126.99784851)",
"(37.54114532, 127.14105225)","(37.54115295, 127.00221252)","(37.54122162, 127.04380035)","(37.54124832, 127.06604004)","(37.54136276, 127.13718414)","(37.54136276, 127.01766205)","(37.54171753, 127.08016968)","(37.54179382, 127.12474823)","(37.54188538, 126.99586487)","(37.57080841, 126.9764328)","(37.56543732, 126.97330475)","(37.55599976, 126.97335815)","(37.56996918, 126.97393799)","(37.57594681, 126.97406006)","(37.56029129, 126.97454834)","(37.57176971, 126.97466278)","(37.56322861, 126.97483826)","(37.55686188, 126.97561646)","(37.54188538, 126.97966003)","(37.57405853, 126.97579956)",
"(37.54191208, 127.07763672)","(37.54195786, 127.04277039)","(37.54205322, 127.020401)","(37.54246521, 127.09423065)","(37.54251862, 127.08408356)","(37.54257965, 127.06330872)","(37.54277802, 127.07537079)","(37.54281616, 127.04208374)","(37.54317856, 127.0490799)","(37.54281616, 127.0446701)","(37.56988907, 126.97645569)","(37.551548, 126.97686005)","(37.55576706, 126.97718811)","(37.56661224, 126.9774704)","(37.56887817, 126.9774704)","(37.56993866, 126.97753906)","(37.57211304, 126.97757721)","(37.57258224, 126.97835541)","(37.57549286, 126.97850037)","(37.56415939, 126.97948456)",
"(37.54342651, 127.09661865)","(37.54366302, 127.01406097)","(37.54370499, 127.09324646)","(37.54395676, 127.12548828)","(37.54404068, 127.02320099)","(37.54415894, 127.05665588)","(37.54434967, 127.0654068)","(37.54458237, 127.04460907)","(37.5446701, 127.13267517)","(37.54459, 127.05708313)","(37.58351517, 126.97966766)","(37.56584167, 126.97981262)","(37.55965042, 126.97988892)","(37.5592308, 126.98014069)","(37.56134033, 126.98040009)","(37.5692482, 126.98053741)","(37.5797081, 126.98085785)","(37.5622139, 126.98086548)","(37.54650116, 126.9809494)","(37.58419037, 126.98169708)",
"(37.54483032, 127.10426331)","(37.54504013, 127.08995819)","(37.54516602, 127.05751038)","(37.54523087, 127.08473206)","(37.54526138, 127.12594604)","(37.54540634, 127.14267731)","(37.54541779, 127.05264282)","(37.54590988, 127.04460144)","(37.54608917, 127.02507019)","(37.54595184, 127.07800293)","(37.57039642, 126.98178864)","(37.56634521, 126.98229218)","(37.56852722, 126.98255157)","(37.56035995, 126.98265076)","(37.56983566, 126.98265839)","(37.57051086, 126.98336792)","(37.57580566, 126.98339081)","(37.56622314, 126.98358917)","(37.58760452, 126.9835968)","(37.56546402, 126.98413849)",
"(37.54630661, 127.04980469)","(37.54653549, 127.15583801)","(37.54654694, 127.10613251)","(37.54683685, 127.14916229)","(37.54684067, 127.17251587)","(37.54689789, 127.13466644)","(37.54695892, 127.04766846)","(37.54706955, 127.07427216)","(37.54747009, 127.07396698)","(37.54720306, 127.09786224)","(37.57938766, 126.9849472)","(37.58341599, 126.98523712)","(37.57624054, 126.98616028)","(37.57035828, 126.98638153)","(37.56447601, 126.98696899)","(37.56638336, 126.98720551)","(37.57335663, 126.9874649)","(37.56599045, 126.98779297)","(37.56834412, 126.98789215)","(37.57039642, 126.9881897)",
"(37.54788971, 127.06745148)","(37.54758453, 127.00643921)","(37.54782867, 127.07263184)","(37.5479126, 127.06275177)","(37.54792786, 127.01557159)","(37.54798889, 127.06950378)","(37.54814911, 127.02108765)","(37.54820251, 127.05711365)","(37.54828644, 127.06208801)","(37.54822159, 127.06787872)","(37.56999207, 126.98834229)","(37.57915497, 126.98896027)","(37.56787109, 126.98898315)","(37.57019806, 126.99125671)","(37.56439972, 126.99143219)","(37.5705986, 126.99179077)","(37.5724678, 126.99188995)","(37.59440231, 126.99230957)","(37.56655884, 126.99243927)","(37.56261826, 126.992836)",
"(37.54849625, 127.07476044)","(37.54840469, 127.06936646)","(37.54848862, 127.09375763)","(37.5485611, 127.0450058)","(37.54863358, 127.02572632)","(37.5486412, 127.01642609)","(37.54883575, 127.15617371)","(37.54903412, 127.15605164)","(37.54957581, 127.12718201)","(37.54906082, 127.05779266)","(37.5703125, 126.99454498)","(37.5707016, 126.99481201)","(37.59453964, 126.99520874)","(37.56138992, 126.9953537)","(37.57897949, 126.99647522)","(37.5667305, 126.99660492)","(37.57048035, 126.99663544)","(37.57095718, 126.99712372)","(37.58479691, 126.99713135)","(37.58194733, 126.99736786)",
"(37.54958344, 127.03024292)","(37.54978943, 127.07592773)","(37.54988861, 127.00734711)","(37.54998398, 127.17470551)","(37.55003738, 127.14691162)","(37.55023575, 127.07382202)","(37.55048752, 127.10895538)","(37.55059814, 127.14545441)","(37.55080032, 127.14295197)","(37.55059814, 127.11051178)","(37.57606125, 126.99768066)","(37.59261703, 126.99793243)","(37.57320023, 126.99796295)","(37.56605148, 126.99798584)","(37.57106781, 126.99819183)","(37.59023285, 126.9985199)","(37.58250046, 126.99853516)","(37.58327484, 126.99885559)","(37.5933609, 126.9990921)","(37.58983612, 126.99934387)",
"(37.58562851, 127.00067902)","(37.5510788, 127.16259766)","(37.55089188, 127.04476166)","(37.57114029, 127.00067139)","(37.55120468, 127.06893158)","(37.57583618, 127.00069427)","(37.55122375, 127.08970642)","(37.57330704, 127.00070953)","(37.55125046, 127.03510284)","(37.58573532, 127.0016098)","(37.58385468, 127.00185394)","(37.55184937, 127.08898163)","(37.57714462, 127.00205994)","(37.55199051, 127.15331268)","(37.5928421, 127.00212097)","(37.55220032, 127.02505493)","(37.55137253, 127.07444)","(37.58156967, 127.00178528)","(37.5513382, 127.07671356)","(37.57117462, 127.00222778)",
"(37.56699371, 127.00346375)","(37.55453873, 127.04377747)","(37.57650757, 127.00245667)","(37.55305481, 127.15688324)","(37.55332947, 127.1288681)","(37.55237198, 127.07353973)","(37.57185364, 127.00235748)","(37.57978439, 127.00253296)","(37.55341721, 127.07319641)","(37.55928802, 127.00268555)","(37.55348206, 127.16505432)","(37.56386566, 127.00274658)","(37.60776138, 127.00328064)","(37.55429459, 127.01119995)","(37.55432129, 127.01070404)","(37.59017181, 127.00408936)","(37.5539856, 127.03359222)","(37.60726166, 127.00283813)","(37.5536499, 127.15622711)","(37.57123947, 127.00440979)",
"(37.55483627, 127.13732147)","(37.55477905, 127.02484131)","(37.55456924, 127.14587402)","(37.57543182, 127.00498199)","(37.55887222, 127.00553894)","(37.57660675, 127.00556946)","(37.55486298, 127.15372467)","(37.55937576, 127.00602722)","(37.55486679, 127.14279938)","(37.570961, 127.00605774)","(37.56217194, 127.00626373)","(37.55509567, 127.15528107)","(37.58844757, 127.00670624)","(37.55514145, 127.07110596)","(37.55519867, 127.01004791)","(37.55568695, 127.15991211)","(37.57403564, 127.0067215)","(37.58876419, 127.00630951)","(37.55500793, 127.08581543)","(37.55853271, 127.00698853)",
"(37.55580902, 127.1737442)","(37.58924866, 127.00737762)","(37.55570221, 127.15792084)","(37.57131958, 127.00720978)","(37.55582047, 127.12991333)","(37.56533051, 127.00784302)","(37.55585861, 127.01385498)","(37.61207199, 127.00813293)","(37.55603027, 127.0786438)","(37.56629944, 127.00849152)","(37.55653, 127.03913116)","(37.56918335, 127.00988007)","(37.55657959, 127.04335785)","(37.56443024, 127.00995636)","(37.55644989, 127.1568222)","(37.57014084, 127.00937653)","(37.64686203, 127.00881195)","(37.55610657, 127.01978302)","(37.55666351, 127.14273834)","(37.60478973, 127.01058197)",
"(37.55805206, 127.04035187)","(37.60243988, 127.01168823)","(37.5567894, 127.16614532)","(37.55672836, 127.13626099)","(37.57146072, 127.01078796)","(37.55686188, 127.07913971)","(37.59088135, 127.01170349)","(37.55735016, 127.02921295)","(37.56764984, 127.0118103)","(37.55771255, 127.07727051)","(37.66446304, 127.01184082)","(37.55915833, 127.08751678)","(37.65317917, 127.01278687)","(37.55916214, 127.15332031)","(37.59169388, 127.01249695)","(37.55836487, 127.05690765)","(37.65447235, 127.01275635)","(37.66366577, 127.01242828)","(37.5580101, 127.1447525)","(37.65615845, 127.01313782)",
"(37.56014633, 127.02635956)","(37.55939865, 127.17118073)","(37.65568542, 127.01338196)","(37.55924606, 127.07341003)","(37.64032745, 127.01335907)","(37.55926895, 127.03839874)","(37.64967346, 127.01345062)","(37.55955887, 127.13087463)","(37.60309601, 127.01350403)","(37.55979538, 127.07420349)","(37.6203804, 127.0136795)","(37.60028839, 127.01370239)","(37.55994034, 127.01847839)","(37.64959717, 127.01384735)","(37.57376099, 127.0139389)","(37.56035614, 127.04139709)","(37.65727997, 127.0137558)","(37.55979919, 127.05632782)","(37.56002808, 127.16967773)","(37.59125137, 127.01400757)",
"(37.56068039, 127.02677917)","(37.56036758, 127.15659332)","(37.5604744, 127.01407623)","(37.64793396, 127.01457214)","(37.56060028, 127.146698)","(37.57998657, 127.01506042)","(37.56101227, 127.05423737)","(37.57933426, 127.01508331)","(37.56109619, 127.03679657)","(37.57772446, 127.01525116)","(37.56119156, 127.04968262)","(37.64545059, 127.01561737)","(37.56703186, 127.01579285)","(37.56129837, 127.16784668)","(37.56137085, 127.06365967)","(37.561203, 127.18026733)","(37.5715332, 127.01561737)","(37.56115341, 127.07096863)","(37.63870621, 127.01590729)","(37.57324219, 127.01590729)",
"(37.59282684, 127.01628876)","(37.56148911, 127.02393341)","(37.56144714, 127.03491974)","(37.64308548, 127.01616669)","(37.56179047, 127.02439117)","(37.59236526, 127.01628876)","(37.56184387, 127.17084503)","(37.5658493, 127.0164032)","(37.56186676, 127.06437683)","(37.58932877, 127.01643372)","(37.64167023, 127.01688385)","(37.56254578, 127.16448212)","(37.58388138, 127.01709747)","(37.56256485, 127.1776123)","(37.59038162, 127.01713562)","(37.56980515, 127.01695251)","(37.56335449, 127.17905426)","(37.5625267, 127.08227539)","(37.5618782, 127.15078735)","(37.63018799, 127.01773834)",
"(37.56351089, 127.05672455)","(37.56339645, 127.04187012)","(37.62652969, 127.01805878)","(37.56370926, 127.05644989)","(37.60935974, 127.01817322)","(37.61651611, 127.01837158)","(37.56371689, 127.01842499)","(37.56379318, 127.13283539)","(37.61522293, 127.01850891)","(37.56385803, 127.03031921)","(37.60241699, 127.01971436)","(37.59415817, 127.01896667)","(37.58509827, 127.01967621)","(37.56460571, 127.03652191)","(37.56429291, 127.08693695)","(37.56438065, 127.02886963)","(37.57089996, 127.01952362)","(37.58869934, 127.01891327)","(37.56427383, 127.17397308)","(37.62415695, 127.01862335)","(37.56460953, 127.02919769)"
"(37.56565857, 127.08429718)","(37.56520462, 127.04184723)","(37.57447052, 127.0198288)","(37.5653801, 127.0865097)","(37.59148026, 127.02010345)","(37.60897827, 127.02024841)","(37.56594086, 127.0453949)","(37.62155151, 127.02037048)","(37.565979, 127.04311371)","(37.61503601, 127.02069855)","(37.5868988, 127.02075195)","(37.59802628, 127.02140808)","(37.56681824, 127.02915192)","(37.60710526, 127.02149963)","(37.56697083, 127.07441711)","(37.58375168, 127.02194977)","(37.56699371, 127.02991486)","(37.56669998, 127.06242371)","(37.56626129, 127.0236969)","(37.61666489, 127.02210999)",
"(37.56764984, 127.05115509)","(37.5970993, 127.02262878)","(37.56764221, 127.0256958)","(37.64355087, 127.0223465)","(37.56797028, 127.04689026)","(37.60404587, 127.0226593)","(37.56799698, 127.06877899)","(37.57222366, 127.02270508)","(37.5681839, 127.05127716)","(37.60475159, 127.02275848)","(37.63986206, 127.022789)","(37.57575989, 127.02283478)","(37.56863785, 127.17480469)","(37.63561249, 127.022995)","(37.56864929, 127.08625031)","(37.56874847, 127.03040314)","(37.64889145, 127.02301788)","(37.5685463, 127.17700958)","(37.56819153, 127.05717468)","(37.57734299, 127.02337646)",
"(37.57527161, 127.02346802)","(37.5701561, 127.04858398)","(37.57110214, 127.02355957)","(37.56965637, 127.05596161)","(37.6362915, 127.02337646)","(37.60083008, 127.02355194)","(37.57125473, 127.07980347)","(37.57859039, 127.02384949)","(37.57152557, 127.03535461)","(37.61828613, 127.02404785)","(37.5794487, 127.02419281)","(37.64173889, 127.02462769)","(37.60308456, 127.0247879)","(37.57217407, 127.07138824)","(37.63018036, 127.02490997)","(37.57294846, 127.06614685)","(37.5720253, 127.07700348)","(37.57164001, 127.03565979)","(37.57214737, 127.04460907)","(37.63967133, 127.02519989)",
