id,rackTotCnt,stationLatitude,stationLongitude,distance_hanriver,distance_bikeroad,distance_subway,distance_school_mid,distance_school_high,distance_school_univ,PopTot
847,15,37.53,127,2014,4728,404,1419,1251,995,19635
858,7,37.53,127,2392,3898,46,926,613,1183,11836
815,22,37.53,127,744,4936,635,412,286,2587,38260
840,12,37.53,127,711,5497,320,549,299,2480,19635
855,15,37.53,127,639,5305,76,305,540,2525,19635
863,15,37.53,127,762,4971,314,122,929,2698,19635
868,12,37.53,126.94,2270,5840,395,596,643,1023,31348
820,12,37.56,127,3530,5467,492,939,789,699,8412
800,17,37.53,126.94,1858,5240,922,236,237,1787,31348
823,12,37.53,126.94,2957,4881,338,274,464,518,10300
825,17,37.53,127,1180,3599,524,460,589,2430,14102
826,22,37.56,126.94,4234,4659,97,1037,230,1049,20661
830,12,37.53,126.94,1485,4748,617,555,452,1953,31348
828,9,37.53,127,2981,5325,58,636,450,694,8412
836,17,37.53,126.94,1551,5168,1030,457,383,2035,31348
433,12,37.56,127,5412,5581,35,893,980,1104,3567
831,17,37.53,127,2473,3750,184,1171,559,1281,20033
832,17,37.53,127,518,5287,125,201,662,2442,38260
834,17,37.53,126.94,2547,5085,33,512,660,875,12587
835,12,37.53,127,2747,5322,294,578,394,779,8412
466,20,37.56,127,5456,5717,237,680,758,1166,3567
837,12,37.53,127,1105,2223,222,848,880,3286,23704
838,10,37.53,127,3025,5300,28,681,497,711,8412
839,12,37.53,127,1598,2851,912,168,171,2650,15862
320,22,37.56,127,5333,5484,124,1008,1093,1049,3567
321,17,37.56,127,5236,5393,183,1065,987,954,3567
843,12,37.53,127,2439,3741,213,1117,606,1329,20033
844,13,37.53,126.94,1772,6749,885,822,815,2301,38260
331,10,37.56,127,5167,5256,334,891,1024,1010,3567
846,17,37.53,127,3375,4624,808,53,138,370,18445
332,7,37.56,127,5102,5188,283,835,977,966,3567
398,10,37.56,127,4947,4940,131,441,1103,1160,2007
389,12,37.56,127,4801,4708,91,154,1369,1000,2007
850,15,37.53,127,2242,5496,482,670,613,1069,31348
851,10,37.53,126.94,2563,4764,317,655,840,882,10300
852,20,37.53,126.94,1396,4672,569,678,575,1981,31348
116,7,37.56,126.94,2780,935,803,417,736,1006,41339
117,27,37.6,126.94,5698,3016,362,938,1439,1751,51296
118,12,37.56,126.94,2387,2737,36,220,442,650,26163
119,12,37.53,126.94,2128,2966,259,267,628,788,26163
120,7,37.53,126.94,2094,3074,309,140,457,806,23877
121,17,37.56,126.94,2600,2588,272,369,316,562,23877
122,12,37.56,126.94,2356,3044,362,428,223,426,23877
123,22,37.6,126.94,6313,3634,677,426,1146,1132,55987
245,12,37.53,126.9,1197,4860,270,511,637,1126,57848
290,14,37.53,126.9,832,4711,557,140,375,1408,57848
3201,9,37.53,126.9,852,4744,542,206,521,1290,57848
3202,15,37.53,126.9,1015,4863,685,626,988,1015,57848
270,12,37.53,126.94,839,4629,252,463,702,3140,34598
271,12,37.53,126.94,1451,4087,364,223,679,1630,34598
473,20,37.56,127,4683,4572,72,96,1240,893,2007
854,10,37.53,127,1997,2648,119,996,956,2167,23704
387,12,37.56,127,4612,4366,511,578,776,1008,2007
857,15,37.53,127,2042,2912,333,1231,784,2585,23704
346,12,37.56,127,4715,4295,283,394,469,1275,6284
859,10,37.53,127,2608,3216,571,1011,554,1858,20033
860,15,37.53,127,385,5516,296,426,530,2250,38260
347,20,37.56,127,4332,4003,109,938,367,1025,6284
864,10,37.53,127,1442,2210,637,902,1409,2611,23704
865,15,37.53,127,2396,3016,363,1273,659,1949,23704
866,10,37.56,127,3848,5152,647,714,704,645,18445
867,10,37.53,127,1229,4023,82,529,1000,3452,14102
474,30,37.56,127,4423,4067,83,277,328,1145,6284
869,10,37.53,126.94,1006,6626,740,837,1034,1424,38260
870,10,37.53,126.94,1081,6697,690,819,1084,1410,38260
900,22,37.6,126.94,6159,3192,497,806,1190,1385,38411
901,12,37.6,126.94,5895,2888,686,472,821,1271,77201
902,12,37.66,126.94,9243,5168,742,664,544,4742,58006
903,22,37.66,126.94,9871,6014,1221,277,386,5426,58006
904,20,37.66,126.94,10283,6428,1487,701,961,5585,58006
905,13,37.62,126.94,8582,4846,25,1023,744,3993,58006
906,12,37.62,126.94,6788,4234,258,837,570,1942,27910
907,12,37.6,126.94,5123,2292,160,786,143,399,77201
908,12,37.62,126.94,6310,3752,215,827,322,1457,54686
909,12,37.6,126.94,4404,1588,926,429,280,750,77201
911,12,37.6,126.94,5981,3131,72,977,899,1068,38411
912,12,37.6,126.94,4431,1356,325,709,656,1168,77201
913,17,37.6,126.94,5424,2536,473,609,287,668,77201
914,22,37.6,126.94,4271,1297,9,559,915,1094,50445
915,12,37.6,126.94,3588,513,78,271,1002,1231,16172
916,9,37.6,126.94,6067,3300,224,1110,635,1114,48490
917,11,37.6,126.94,6503,3417,69,952,1549,1769,38411
919,12,37.6,126.94,6758,3763,427,1328,1101,2014,38411
921,12,37.62,126.94,7972,4588,712,899,62,3312,58006
922,12,37.62,126.94,6964,4358,173,678,459,2079,27910
923,12,37.62,126.94,7437,4793,444,281,722,3340,70469
924,17,37.62,126.94,8323,5440,1276,621,563,3691,58006
925,10,37.62,126.94,6796,3871,79,1529,754,1904,70469
927,12,37.62,126.94,6998,4378,195,654,437,2105,70469
928,17,37.66,126.94,9917,6608,1778,1121,97,4589,58006
930,9,37.6,126.94,5509,2638,548,676,384,693,48490
931,22,37.6,126.94,5460,2800,693,793,678,518,48490
932,12,37.62,126.94,5976,3389,157,653,141,1094,33804
933,12,37.62,126.94,6121,3629,251,598,184,1332,33804
934,17,37.6,126.94,4491,1872,545,709,664,466,50445
937,17,37.66,126.94,9727,5746,913,287,283,5117,58006
938,17,37.66,126.94,9411,5285,559,648,543,4918,58006
939,17,37.6,126.94,5978,2977,644,562,887,1317,77201
941,15,37.62,126.94,9307,6046,1278,527,585,4335,58006
942,11,37.66,126.94,9776,6055,1252,317,734,5174,58006
943,12,37.6,126.94,6111,3105,658,677,1018,1434,38411
945,12,37.62,126.94,8975,5848,1217,193,308,4074,58006
946,12,37.62,126.94,7624,4803,15,544,821,2670,70469
947,12,37.62,126.94,7313,4486,396,447,633,2533,70469
948,12,37.56,126.9,2618,537,162,576,708,1839,16172
949,9,37.62,126.94,7085,4525,69,546,699,2247,70469
950,7,37.62,126.94,6095,3494,52,745,190,1203,48490
952,12,37.62,126.94,7570,4946,529,89,591,3486,70469
953,12,37.62,126.94,8036,5311,998,403,535,3502,70469
954,12,37.66,126.94,9314,5380,723,394,268,4725,58006
956,11,37.6,126.94,4830,1841,511,683,476,851,77201
958,15,37.6,126.94,5573,2622,674,431,455,905,77201
959,12,37.66,126.94,9173,4940,501,984,867,4780,58006
960,17,37.62,126.94,8801,4984,208,822,712,4220,58006
961,10,37.62,126.94,6832,3948,111,1386,571,1907,70469
962,12,37.62,126.94,8880,4995,313,780,661,4324,58006
963,15,37.62,126.94,7278,4403,525,986,665,2418,70469
964,12,37.62,126.94,7022,4320,462,764,231,2086,70469
965,12,37.6,126.94,5065,2042,874,424,975,1228,77201
966,12,37.6,126.94,6995,4012,401,1600,1042,1971,38411
967,15,37.6,126.94,6839,3883,224,1598,896,2152,38411
968,9,37.66,126.94,9589,5959,1123,375,671,4972,58006
969,11,37.66,126.94,9868,6244,1414,544,516,5054,58006
971,12,37.6,126.94,4775,2433,901,193,1027,564,48490
972,22,37.6,126.9,2393,1076,883,689,983,2473,8952
973,10,37.62,126.94,9443,6260,1503,664,483,4251,58006
974,10,37.62,126.94,8131,5348,1088,469,519,3568,70469
975,10,37.6,126.94,4744,1800,834,756,633,1124,77201
976,10,37.66,126.94,9506,5629,911,144,31,4867,58006
977,20,37.62,126.94,8838,5741,1176,66,310,4012,58006
978,20,37.6,126.94,6526,3704,24,921,1594,1721,38411
247,17,37.53,126.9,463,4344,129,325,654,1571,57848
274,12,37.53,126.94,2390,3543,115,532,749,533,51979
268,8,37.53,126.9,430,4308,230,265,479,1706,57848
272,22,37.53,126.9,281,4124,112,537,812,1752,57848
1386,10,37.6,127,7416,1788,209,520,303,392,16276
278,12,37.5,126.9,3385,2676,363,919,1115,1468,21552
979,10,37.6,126.9,3851,1273,671,645,260,1128,50445
982,10,37.6,126.94,6003,3083,305,795,863,1172,38411
984,10,37.6,126.94,4423,1734,553,514,634,571,50445
985,10,37.6,126.94,5872,2877,640,481,782,1221,77201
989,10,37.6,126.94,4423,1446,153,712,959,998,77201
991,10,37.66,126.94,11556,7757,2662,2038,1740,6156,58006
992,10,37.66,126.94,11898,8156,3423,2424,2031,6280,58006
993,25,37.62,126.94,8021,4642,685,898,115,3350,58006
994,15,37.62,126.94,7357,4354,727,1528,1269,1740,70469
995,15,37.62,126.94,8389,5171,803,503,447,4172,58006
996,10,37.6,126.94,4963,2154,17,882,239,336,50445
1001,17,37.53,127.1,769,2287,371,539,1166,2060,92300
1002,12,37.53,127.1,624,2658,561,189,1563,2013,92300
1003,22,37.53,127.1,654,2518,619,307,1413,2021,92300
1004,12,37.56,127.1,1082,3545,370,467,700,2214,70160
1006,17,37.56,127.1,1599,2822,400,534,480,3456,70160
1007,18,37.56,127.1,469,3752,1084,452,562,2576,70160
1008,12,37.56,127.1,742,3130,72,407,1072,2043,70160
1009,22,37.53,127.1,1043,1952,32,870,832,2134,92300
1010,22,37.53,127.1,2198,1702,394,654,656,1727,46367
1011,22,37.53,127.1,1976,1601,284,246,904,1665,69668
1012,17,37.53,127.1,1279,1698,297,980,508,1898,69668
1013,17,37.53,127.1,1518,1226,73,796,179,1458,69668
1014,17,37.56,127.1,2125,2982,117,654,75,3565,44536
1015,15,37.56,127.1,2458,2717,295,810,424,3607,44536
1016,12,37.56,127.2,3102,415,555,913,784,5629,32127
1017,22,37.53,127.1,2632,2151,527,773,498,2119,46367
1019,12,37.53,127.1,2457,617,552,268,568,739,69668
1020,17,37.53,127.1,2206,775,602,285,746,965,69668
1021,17,37.56,127.2,3045,178,775,691,328,6206,32127
1022,22,37.53,127.1,2224,1614,483,587,643,1638,69668
1023,17,37.56,127.2,4019,1429,831,382,459,5099,10773
1025,12,37.53,127.2,4147,1772,1238,365,301,4727,10773
1026,16,37.53,127.1,3227,2366,956,789,215,3668,44536
1027,22,37.53,127.1,2811,2357,719,632,629,2309,28035
1028,12,37.53,127.1,1595,1393,381,757,285,1602,69668
1029,12,37.53,127.1,1304,1702,259,898,710,1878,69668
1030,17,37.53,127.1,1545,841,380,725,590,1085,69668
1031,17,37.56,127.1,544,3824,662,279,525,2360,70160
1032,22,37.56,127.1,986,3328,906,234,55,2929,70160
1033,12,37.56,127.1,1964,2565,736,300,576,3691,46424
1034,17,37.56,127.1,1689,1978,814,565,635,4319,46424
1036,12,37.56,127.1,3049,2124,347,750,549,4053,44536
1037,12,37.56,127.2,3645,394,593,789,733,6265,32127
1038,12,37.56,127.2,1843,663,955,294,552,6637,32127
1039,9,37.56,127.2,2740,497,540,627,846,5617,46424
1041,12,37.56,127.1,2058,1798,462,512,398,4458,46424
1042,12,37.56,127.2,1700,723,1239,146,484,6745,32127
1044,17,37.53,127.1,2073,2948,21,745,574,2991,92300
1047,12,37.53,127.1,1976,1843,294,253,881,1894,46367
1048,12,37.53,127.1,2718,1630,658,308,177,1577,28035
1049,12,37.56,127.2,3693,653,579,274,471,6312,32127
1050,17,37.53,127.1,2684,870,112,577,908,846,69668
1051,17,37.56,127.1,1150,3286,705,108,215,2978,70160
1052,12,37.56,127.2,2472,1605,281,782,453,4637,46424
1053,10,37.56,127.2,2418,766,663,412,595,5566,46424
1054,12,37.56,127.2,2954,434,499,777,1002,5601,46424
1056,12,37.56,127.2,2031,524,720,709,648,6415,32127
1057,17,37.56,127.2,3523,777,251,124,879,5481,32127
1058,14,37.56,127.2,3159,1257,362,829,621,4778,10773
1059,17,37.53,127.1,1483,1892,266,275,1257,2006,92300
1060,10,37.53,127.1,1213,2611,759,444,1062,2725,92300
1061,12,37.56,127.1,1356,2884,726,606,776,2986,92300
1062,17,37.56,127.2,3248,1600,686,506,576,4434,10773
1063,15,37.56,127.1,1544,2772,595,472,719,3485,70160
1064,15,37.53,127.1,3303,1842,95,335,458,1712,28035
1065,20,37.53,127.1,3187,2141,320,251,432,2040,28035
1066,20,37.53,127.1,3073,2766,1060,467,1009,2707,28035
1067,20,37.56,127.1,3252,2149,688,117,143,3904,44536
1068,20,37.56,127.1,2720,1808,239,828,618,4342,44536
1069,15,37.56,127.2,2805,1799,326,912,546,4316,10773
1070,10,37.56,127.2,2593,1559,339,561,517,4615,46424
1071,15,37.56,127.2,2690,1411,512,505,535,4707,10773
1073,10,37.53,127.1,2035,2460,379,751,1163,2498,92300
1074,15,37.53,127.1,2637,2762,573,594,726,3375,44536
1075,10,37.53,127.1,1707,2348,465,587,1111,2419,92300
1076,10,37.53,127.1,2084,2337,246,771,1030,2369,46367
1077,15,37.53,127.1,1691,1684,38,169,1216,1787,92300
1078,20,37.53,127.1,3073,464,670,870,309,319,69668
1079,15,37.56,127.2,2928,230,720,899,659,5823,32127
1080,10,37.53,127.1,1405,1714,366,521,926,1861,69668
1081,20,37.53,127.1,1449,1735,281,423,1018,1871,92300
1082,13,37.53,127.1,3275,2033,138,253,439,1917,28035
1083,15,37.56,127.2,2097,1488,628,379,154,4769,46424
1084,15,37.53,127.1,2725,289,750,588,281,443,69668
1085,20,37.56,127.1,1869,2577,387,356,473,4044,44536
1086,10,37.56,127.1,2339,2797,152,775,292,3617,44536
1088,12,37.53,127.1,1330,1085,245,379,436,1332,69668
1089,10,37.56,127.1,1706,2350,902,386,615,3932,46424
1090,10,37.56,127.2,2950,910,24,597,794,5126,46424
1101,12,37.6,126.8,1486,3473,392,1082,1133,4245,94186
1102,12,37.56,126.8,1639,3128,448,385,436,3130,94186
1103,12,37.56,126.8,1241,2803,69,335,355,3524,94186
1105,12,37.6,126.8,751,2434,446,709,695,4009,94186
1106,12,37.56,126.8,1728,2952,600,764,332,4289,94186
1108,10,37.56,126.8,2729,4090,341,386,1000,2065,94186
1109,8,37.56,126.8,2788,4146,297,405,1051,2010,28261
1110,12,37.56,126.8,2865,3988,376,84,882,1910,28261
1111,17,37.56,126.8,2495,3370,497,115,490,3506,65493
1112,17,37.56,126.8,2426,3126,311,309,604,3407,65493
1113,17,37.56,126.8,1903,2698,812,585,497,3868,65493
279,17,37.5,126.9,3079,3147,384,871,944,711,51979
1337,12,37.6,127,6999,1768,287,833,540,463,16276
281,10,37.5,126.9,4462,1732,553,509,356,1586,143240
282,12,37.5,126.9,5074,302,392,599,1124,570,66340
1368,12,37.6,127,7120,1562,310,550,507,180,16276
1302,7,37.6,127,6910,2671,45,293,499,770,16276
285,10,37.5,126.9,4241,1770,755,242,650,1457,66340
1115,12,37.56,126.9,1986,4948,167,592,538,937,78091
1117,12,37.56,126.9,2938,4284,578,234,731,1370,78091
1118,12,37.56,126.9,1641,4755,104,585,378,1167,78091
1119,8,37.56,126.9,1587,4529,428,706,940,1335,42579
1120,27,37.56,126.9,1868,3916,372,609,561,1786,65493
1121,17,37.56,126.9,1299,4417,362,898,115,1499,65493
1122,12,37.56,126.9,1182,4320,509,507,174,1701,65493
1125,12,37.56,126.8,3788,4773,455,597,308,1623,38507
1126,9,37.56,126.8,3993,5217,23,303,641,1555,206348
1127,12,37.53,126.8,4369,6960,184,589,315,1623,206348
1128,12,37.53,126.8,4226,7111,33,557,159,1473,206348
1129,9,37.53,126.8,4176,7116,53,628,145,1433,206348
1130,9,37.53,126.8,3970,7333,227,666,105,1214,206348
1131,10,37.53,126.9,3510,7629,691,1210,584,808,206348
1132,12,37.56,126.9,2057,5014,170,577,467,884,78091
1135,12,37.53,126.9,2551,5431,536,587,118,778,78091
1136,12,37.53,126.9,2746,5601,731,475,670,816,78091
1137,12,37.53,126.9,3045,5908,1052,885,302,1135,78091
1139,10,37.53,126.9,3558,6214,1157,847,264,1576,78091
1140,17,37.53,126.9,3547,5641,591,935,642,2092,206348
1141,12,37.53,126.9,4309,5294,394,477,1187,2235,206348
1145,12,37.53,126.9,4347,5280,394,469,1209,2258,206348
1146,12,37.53,126.8,5242,5559,753,1162,1335,2474,206348
1148,12,37.53,126.9,3933,7513,382,558,264,1153,206348
1149,15,37.56,126.8,2385,3448,94,547,351,3783,65493
1150,12,37.56,126.8,2986,4321,177,540,1208,1814,28261
1152,12,37.56,126.8,3540,4214,267,489,767,2665,65493
1153,12,37.56,126.8,3512,4108,58,557,630,1884,65493
1155,12,37.56,126.9,1406,3228,583,348,147,2338,65493
1157,10,37.56,126.9,2918,5215,1205,852,851,445,206348
1158,22,37.56,126.9,1954,4294,56,304,391,1371,78091
1159,22,37.56,126.9,2566,3521,477,411,344,2018,65493
1160,22,37.56,126.8,3067,3192,105,860,649,2411,65493
1161,12,37.56,126.8,4332,5461,1250,625,430,648,38507
1162,12,37.56,126.8,2925,3860,461,454,882,3357,65493
1163,12,37.56,126.8,2077,3057,418,303,152,3863,94186
1165,22,37.56,126.8,2336,3220,545,59,366,3614,65493
1166,12,37.56,126.8,2970,3776,600,276,248,760,78091
1167,17,37.56,126.8,4030,4749,752,546,671,1337,38507
1168,12,37.56,126.8,3168,4157,497,445,1136,1680,65493
1169,10,37.56,126.9,1715,4724,41,498,1142,1803,42579
1170,13,37.56,126.9,2071,4832,332,133,674,1294,42579
1171,10,37.56,126.9,1898,4499,372,438,1070,1685,42579
1172,10,37.56,126.9,1474,4612,346,798,292,1504,65493
1173,17,37.56,126.9,2304,4726,582,418,205,843,78091
1174,11,37.56,126.9,2427,4633,596,357,182,909,78091
1175,17,37.56,126.9,2126,5232,498,257,597,698,78091
1177,12,37.56,126.8,4348,5816,1126,129,83,955,38507
1180,17,37.56,126.8,4191,4274,539,775,495,2369,65493
1181,12,37.56,126.8,4170,5403,1157,445,550,706,38507
1182,22,37.56,126.9,2622,4529,708,415,352,1024,206348
1183,12,37.56,126.9,2857,5919,1108,491,731,78,206348
1184,17,37.56,126.8,3552,5400,609,282,1055,1219,28261
1185,12,37.56,126.9,2354,3916,466,396,606,1630,78091
1187,17,37.56,126.8,3951,5459,976,308,651,898,38507
1188,10,37.56,126.8,2316,2756,524,724,887,3398,65493
1190,12,37.56,126.8,3316,3971,175,563,927,2762,65493
1191,11,37.56,126.8,3360,3993,218,592,876,2708,65493
1192,12,37.56,126.8,3838,4515,551,587,609,1550,65493
1193,17,37.56,126.8,3936,4040,507,994,605,2289,65493
1194,12,37.56,126.8,3451,3624,519,669,743,1163,65493
1195,22,37.56,126.8,3662,3522,676,907,973,2452,65493
1196,17,37.56,126.8,3516,3071,543,1112,1017,2708,65493
1197,22,37.56,126.8,3596,3957,243,661,711,2067,65493
1198,22,37.56,126.8,3133,3736,353,749,1074,2818,65493
1199,15,37.56,126.8,4088,6838,111,260,409,1596,206348
1200,12,37.6,126.8,1666,3618,184,897,906,3904,94186
1201,12,37.5,127.1,4207,3250,26,1053,941,3185,89512
1203,22,37.5,127.1,4310,3146,219,859,921,3069,89512
1204,12,37.5,127.1,5124,3430,84,1156,246,3220,30142
1205,17,37.5,127.06,1269,4446,232,912,188,1433,152347
1206,22,37.5,127.06,810,4897,388,559,633,3519,152347
1207,12,37.5,127.1,5182,3208,524,911,1236,2967,41006
1208,22,37.53,127.1,1401,1191,66,871,255,1432,40806
1209,22,37.53,127.1,689,2143,45,548,310,2352,152347
1210,32,37.5,127.1,1724,2594,68,520,1162,2752,152347
1211,9,37.5,127.1,1639,2095,447,562,1183,2224,152347
1212,12,37.5,127.1,3382,2799,68,632,462,2796,46888
1213,22,37.5,127.1,3247,1510,631,200,489,1331,41067
1214,12,37.5,127.1,3359,2087,57,326,315,1970,41067
1215,17,37.53,127.1,3568,601,57,875,473,403,42568
1217,17,37.47,127.1,5987,1344,329,891,737,2981,33055
1218,14,37.5,127.1,3967,1397,33,483,572,1318,42568
1220,17,37.5,127.06,1351,4293,320,676,727,4191,152347
1221,12,37.5,127.06,1577,4087,41,987,958,4216,152347
1222,17,37.5,127.06,688,3973,118,747,548,3523,152347
1224,17,37.5,127.06,694,4899,463,461,734,3424,152347
1226,12,37.53,127.1,1002,1426,255,597,610,1630,152347
1227,12,37.5,127.1,5087,3419,23,1127,177,3213,30142
1228,12,37.5,127.1,4884,3063,530,953,692,2840,30142
1229,17,37.5,127.1,5248,2448,298,431,125,3447,30142
1230,12,37.5,127.1,4136,2860,471,63,710,2718,89512
1231,12,37.5,127.1,1530,2721,136,388,882,2889,152347
1232,12,37.5,127.1,1377,3030,381,663,582,3189,152347
1233,11,37.5,127.06,1265,3325,635,936,294,3479,152347
1235,17,37.5,127.06,1078,3902,314,818,293,3902,152347
1239,22,37.47,127.1,5173,2190,698,863,931,3341,51268
1240,12,37.47,127.1,5226,2133,697,814,909,3297,51268
286,10,37.5,126.9,4717,1143,448,448,979,945,66340
1343,12,37.6,127,6948,2585,150,214,599,783,16276
1306,12,37.6,127,6870,2632,60,314,493,723,16276
289,12,37.5,126.9,4239,1743,770,261,715,1404,66340
1388,10,37.6,127,7082,2245,532,350,600,932,16276
1303,12,37.6,127,7166,2202,432,423,661,850,16276
292,12,37.5,126.9,3286,2802,688,753,720,1050,51979
1241,17,37.47,127.1,5236,2094,582,708,778,3334,51268
1242,17,37.47,127.1,5160,2160,500,1016,727,3426,51268
1243,22,37.5,127.1,4980,2325,264,747,590,3677,51268
1244,9,37.47,127.1,5344,1965,482,509,604,3313,51268
1245,12,37.47,127.1,5704,1602,119,253,970,3034,51268
1246,32,37.47,127.1,5925,1387,125,1183,1070,2806,51268
1247,17,37.47,127.1,5653,1670,236,428,528,2992,51268
1248,22,37.5,127.1,2065,1017,698,752,613,1061,42568
1249,12,37.5,127.06,1439,5201,702,91,611,1681,152347
1250,12,37.5,127.1,3993,3827,747,748,748,3797,51268
1251,12,37.5,127.1,2602,2506,87,1050,616,2579,46888
1253,12,37.5,127.1,3471,2190,57,655,384,2067,89512
1256,10,37.5,127.1,4849,3366,637,645,950,3252,51268
1257,22,37.5,127.1,4234,3384,119,488,1055,3321,89512
1258,12,37.5,127.1,4294,3128,506,313,974,2996,89512
1259,17,37.5,127.1,4031,1386,51,390,535,1295,41067
1260,10,37.5,127.1,3680,1785,496,473,633,1749,42568
1262,12,37.5,127.1,2761,2392,243,883,608,2453,46888
1263,12,37.47,127.1,6360,1279,981,384,601,3169,33055
1264,10,37.53,127.1,1006,1971,99,934,771,2163,40806
1265,12,37.5,127.1,5150,2209,201,553,784,3757,51268
1266,12,37.47,127.1,5459,1915,546,717,957,3071,51268
1267,15,37.5,127.1,2137,923,665,872,678,949,42568
1268,15,37.53,127.1,1342,1337,131,296,921,1503,42568
1269,12,37.5,127.06,1017,3451,435,556,223,3685,152347
1271,17,37.5,127.1,4021,2453,225,189,735,2275,41067
1275,17,37.5,127.1,3930,2100,826,431,848,1886,41067
1277,10,37.5,127.1,3836,2101,666,262,659,1903,41067
1278,12,37.53,127.1,1216,2008,644,704,763,2176,152347
1279,12,37.5,127.1,5483,3522,318,814,1232,3281,41006
1280,22,37.5,127.2,7056,3823,387,780,1346,3581,41006
1282,12,37.5,127.1,4412,2652,604,473,401,2441,41067
1283,10,37.5,127.1,3361,1796,491,246,180,1638,41067
1285,17,37.47,127.1,7093,1110,1634,434,551,2590,33055
1286,12,37.47,127.1,7058,643,1298,391,1357,2591,33055
1287,10,37.47,127.1,6880,997,1362,163,1104,2791,33055
1288,17,37.5,127.1,4887,2188,791,884,379,3569,51268
1289,12,37.53,127.1,785,1897,838,639,774,2147,40806
1290,12,37.47,127.1,6847,624,1065,392,1228,2544,33055
1291,12,37.53,127.1,3016,310,626,827,407,217,42568
1293,12,37.5,127.1,1769,3262,454,1244,861,3383,32613
1295,22,37.5,127.1,1642,2618,72,415,1104,2783,152347
1296,12,37.5,127.1,2120,2621,480,1058,1276,2735,152347
1297,12,37.5,127.1,2147,2538,571,1029,1098,2655,152347
1299,17,37.53,127.1,3401,751,642,449,124,522,42568
1300,17,37.5,127.1,3763,1866,1060,655,866,1645,42568
371,12,37.56,127,3698,3533,28,1033,914,459,5628
381,12,37.56,127,3622,3423,158,571,872,583,5628
1304,17,37.6,127,7809,4002,1380,888,623,690,17584
477,10,37.56,127,3830,3732,233,834,1059,233,5628
479,13,37.56,127,3737,3549,72,1027,843,512,5628
316,14,37.56,127,5803,5910,121,941,1070,786,8446
1314,10,37.6,127,8361,2848,164,992,952,1443,87314
1315,12,37.6,127,9034,3797,655,162,272,649,87314
1316,22,37.6,127,8985,3792,722,98,304,648,87314
1318,12,37.6,127,8422,2164,41,832,861,1288,53702
1320,12,37.6,127.06,8337,1494,665,692,896,1079,42068
1321,16,37.6,127.06,7652,822,317,386,124,583,42068
1322,12,37.6,127.06,8069,1376,457,810,600,1015,42068
1323,12,37.6,127.06,8292,1649,188,521,988,741,42068
1325,12,37.6,127.06,8695,2429,127,123,1314,539,48032
1326,12,37.6,127.06,8731,2440,144,113,1267,496,48032
1327,12,37.6,127.06,8810,2696,185,233,1433,607,48032
1328,12,37.6,127.06,8488,1915,92,740,918,484,48032
1332,12,37.62,127.06,7959,3125,164,604,411,935,36507
1333,17,37.62,127.06,8273,3008,296,655,583,529,36507
1334,12,37.62,127.06,8289,2874,446,713,566,742,36507
328,13,37.56,127,5502,4587,350,970,966,579,8446
454,15,37.56,127,5579,4737,285,1103,908,596,8446
3432,15,37.56,127,5456,4592,340,934,1012,624,8446
1339,11,37.62,127.06,9325,2505,426,300,413,833,48032
1340,13,37.62,127.06,9043,2104,819,369,343,327,52144
1342,17,37.6,127,7482,3473,852,881,122,592,17584
334,12,37.56,127,5371,4285,37,748,1129,656,8446
1344,12,37.6,127,8111,2560,258,608,666,1212,40949
1346,17,37.6,127,9062,3141,751,869,158,935,53702
1347,22,37.6,127,8856,2695,517,878,113,1166,53702
1348,14,37.6,127,8598,2412,252,861,377,1442,53702
1349,12,37.62,127.06,9372,1325,1014,586,636,875,82765
335,12,37.56,127,5353,4346,82,747,1133,672,8446
3411,10,37.56,127,5268,4037,236,623,1381,1187,8446
1353,10,37.6,127,8166,2006,314,686,488,1024,40949
1354,20,37.6,127.06,7404,535,31,450,274,409,42068
293,17,37.53,126.94,1042,4686,762,322,1248,1135,57848
295,10,37.5,126.94,2423,3394,394,194,351,931,51979
1385,10,37.6,127,7221,1911,99,766,726,521,16276
297,20,37.53,126.94,1332,4666,459,586,1489,1311,34598
298,20,37.53,126.94,1521,4816,320,777,1348,1321,34598
299,10,37.53,126.94,1270,4286,574,1439,1300,2135,34598
1384,10,37.6,127,7272,1931,75,776,776,531,16276
301,18,37.56,127,6353,4639,198,1009,504,1206,9815
302,14,37.56,127,6487,4870,35,1037,695,1592,9815
3412,15,37.56,127,5238,4076,211,591,1411,1236,8446
1357,22,37.62,127,9454,3613,13,803,547,588,87314
1358,9,37.6,127,8628,3094,355,800,915,1199,87314
1359,22,37.62,127.06,9500,1486,1434,963,1038,1164,52144
1360,12,37.6,127,8423,2777,53,1106,780,1362,87314
1361,22,37.6,127,7422,3119,599,530,355,877,17584
338,20,37.56,127,5214,3840,443,614,1456,1052,8446
339,12,37.56,127,5191,3749,295,631,1376,998,8446
397,15,37.56,127,5181,3902,396,563,1473,1119,8446
1365,17,37.6,127,7537,3392,821,802,206,719,17584
1366,12,37.6,127.06,8212,1576,250,447,1060,816,42068
1367,17,37.6,127,8520,2350,224,909,439,1374,53702
452,15,37.56,127,5041,3255,255,905,939,898,5839
1369,17,37.6,127,9130,2742,460,129,335,1067,53702
1370,22,37.6,127,7750,3757,1171,1169,433,699,17584
453,12,37.56,127,5126,3550,78,703,1192,921,5839
1373,10,37.6,127.06,8522,1835,225,720,762,578,42068
1376,9,37.6,127.06,7868,1429,539,442,725,800,48032
