id,rackTotCnt,stationLatitude,stationLongitude,distance_hanriver,distance_bikeroad,distance_subway,distance_school_mid,distance_school_high,distance_school_univ,PopTot
1377,12,37.6,127.06,8544,2157,417,405,1148,458,48032
1379,15,37.6,127,9104,3212,898,547,277,791,53702
1380,10,37.6,127.06,8334,1741,81,613,998,657,48032
1381,10,37.62,127.06,7965,3096,118,740,550,915,36507
1382,10,37.6,127.06,9243,2502,769,444,319,510,48032
455,10,37.56,127,4976,3146,411,993,818,960,5839
3414,10,37.56,127,5087,3427,64,776,1081,898,5839
393,12,37.56,127,4827,4410,202,509,584,1161,5839
457,12,37.56,127,4992,3039,304,1098,790,958,5839
1390,10,37.6,127.06,8588,3193,644,475,562,374,36507
1391,20,37.62,127.06,8904,2240,724,448,409,299,52144
1392,10,37.6,127,7749,1736,668,327,329,604,40949
1393,10,37.6,127,7848,1885,676,474,130,708,40949
1394,10,37.6,127,8333,2349,484,533,573,1211,87314
1395,20,37.62,127.06,8901,1909,939,482,486,580,52144
1396,20,37.62,127.06,8945,1866,981,490,498,608,52144
1397,10,37.62,127.06,9623,2288,589,476,155,731,48032
1401,17,37.62,127.06,7283,3773,421,656,856,1673,55917
1402,12,37.6,127.1,4127,7016,884,466,899,352,49012
1403,17,37.6,127.06,5724,3672,102,846,1193,1603,48190
1404,12,37.6,127.06,5490,3997,387,631,1044,1881,48190
1405,12,37.6,127.06,4705,5209,55,349,680,1186,45343
1406,12,37.6,127.1,4295,6831,48,275,132,628,49012
1407,12,37.62,127.06,6964,4083,99,489,833,1933,55917
1408,12,37.62,127.06,6944,4104,27,551,986,1844,55917
1410,12,37.56,127.06,4258,3981,380,534,950,2855,140803
1411,12,37.6,127.06,4824,4511,429,1044,908,2520,140803
1412,12,37.6,127.06,4729,4515,252,1015,910,2612,140803
1413,12,37.62,127.06,6555,4107,95,512,452,986,55917
1414,12,37.6,127.06,4112,4021,78,685,789,2629,140803
1418,17,37.62,127.1,5506,4836,690,1512,1225,1145,62759
1420,17,37.62,127.1,5893,4716,589,1154,955,1094,62759
1421,22,37.62,127.1,5107,5211,78,1073,635,1332,49012
1422,12,37.62,127.1,5876,4643,866,1530,1260,788,62759
1424,12,37.6,127.1,4589,6794,37,293,96,622,49012
1425,12,37.6,127.1,3854,4919,760,328,307,3304,140803
1426,17,37.56,127.06,4100,3547,14,107,1120,2677,140803
1427,12,37.56,127.06,4151,3578,66,80,1196,2704,140803
1428,12,37.62,127.06,6715,4734,474,244,78,1291,55917
1429,17,37.6,127.06,5726,4159,294,154,566,1875,48190
1430,22,37.6,127.06,5217,5494,761,562,106,2051,62759
1431,12,37.6,127.1,5058,6081,844,724,263,1138,62759
1433,12,37.6,127.06,5876,4220,57,199,411,1885,48190
1434,17,37.6,127.06,4877,3456,555,695,712,2130,140803
1435,17,37.6,127.1,4914,6186,522,892,419,993,62759
1436,17,37.6,127.1,4690,6415,800,759,683,745,62759
1437,17,37.6,127.06,4839,3492,806,814,943,1865,140803
1438,17,37.62,127.06,6248,4381,228,814,664,987,62759
1440,12,37.6,127.06,5018,3862,706,801,947,1895,140803
1441,17,37.62,127.1,5357,4866,738,1441,1204,1314,62759
1442,10,37.6,127.06,5668,4090,441,286,708,1845,48190
1443,12,37.6,127.1,4056,5616,704,481,304,881,49012
1444,12,37.56,127.06,4537,3036,550,483,687,2215,140803
1445,12,37.6,127.06,5062,3235,811,854,471,1873,140803
1446,12,37.6,127.06,5297,3930,568,1068,1180,2017,140803
1447,17,37.6,127.06,4629,4511,28,855,980,2572,140803
1448,17,37.6,127.06,4831,4888,315,457,785,1500,45343
1449,17,37.6,127.06,5093,4528,108,627,894,2378,45343
1450,12,37.62,127.06,7048,4364,134,197,99,1018,55917
1451,12,37.6,127.06,7051,3297,352,822,894,1330,45343
1452,17,37.6,127.06,5787,3418,1021,352,497,1446,140803
1453,11,37.6,127.1,4359,7024,250,95,245,497,49012
1454,12,37.6,127.06,6658,4411,370,710,530,1876,55917
1455,12,37.6,127.06,5076,4527,83,650,920,2385,45343
1456,12,37.6,127.1,3918,5742,842,357,364,820,49012
1457,12,37.6,127.06,4175,4857,519,605,503,3107,140803
1458,11,37.6,127.06,4586,5169,226,516,577,1221,49012
1459,12,37.6,127.06,4367,4292,372,521,592,3016,140803
1461,12,37.6,127.06,7185,3532,122,955,1089,1487,48190
1462,9,37.6,127.06,5713,3657,131,886,1154,1609,45343
1463,10,37.56,127.06,4252,3410,160,91,1211,2561,140803
1464,15,37.6,127.06,6387,4221,61,313,403,1867,48190
1465,15,37.62,127.1,5083,5246,106,1085,696,1316,62759
1466,10,37.62,127.06,6825,4573,373,287,154,951,55917
1467,10,37.62,127.1,5326,4990,302,1282,821,1161,62759
1468,10,37.62,127.06,6998,4049,100,533,873,1861,55917
303,10,37.56,127,6129,4886,156,601,742,1326,9815
304,9,37.56,127,6121,5145,114,765,909,985,12981
305,18,37.56,127,6181,5216,199,848,993,901,12981
306,21,37.56,127,5968,5040,93,588,733,1409,12981
442,20,37.56,127,4349,4664,60,1173,201,1157,12942
399,17,37.56,126.94,4077,4448,413,774,353,853,12942
309,15,37.56,127,5866,5042,195,515,658,1369,12981
322,17,37.56,127,5003,5131,393,912,816,799,3567
3420,10,37.6,127,6460,3323,305,421,422,706,20435
314,12,37.6,127,7165,4948,537,245,713,765,20435
3422,20,37.6,127,6665,3465,523,489,524,480,20435
341,12,37.6,127,6209,3089,54,442,405,276,20435
358,15,37.6,127,6385,3360,305,500,491,528,20435
236,12,37.53,126.9,2513,3571,202,427,1207,845,31963
240,12,37.53,126.9,2214,3833,110,129,1168,678,31963
291,16,37.5,126.9,2682,3249,583,701,1440,738,31963
326,21,37.56,127,6156,4560,71,407,647,163,8446
327,12,37.56,127,5820,4535,392,684,651,251,8446
3206,15,37.53,126.9,2326,3600,393,397,1488,454,31963
329,10,37.56,127,5319,5363,355,885,1238,1228,8446
3221,10,37.53,126.9,2158,3902,157,93,1127,696,31963
263,14,37.53,126.9,2618,3835,551,541,720,1313,31963
262,14,37.53,126.9,2327,4108,540,446,590,1237,31963
3205,10,37.53,126.9,2503,4302,584,55,223,1626,31963
1362,12,37.6,127,6411,1474,57,790,462,760,16653
337,7,37.6,127,6069,3603,590,666,819,568,8446
1352,10,37.6,127,6278,1714,316,526,322,624,16653
379,9,37.56,127,4308,5632,112,1194,569,651,5850
340,10,37.6,127,6670,3150,413,874,219,663,20435
1336,22,37.6,127,7108,2060,334,553,588,718,26013
342,12,37.6,127,6001,3062,256,236,589,68,8470
343,14,37.56,127,5480,3003,580,296,1083,461,5839
344,12,37.56,127,5296,2928,434,501,1075,669,5839
1469,20,37.62,127.06,6841,4210,94,546,757,1875,55917
1470,20,37.6,127.06,6536,4302,301,534,424,1873,48190
1471,10,37.62,127.06,7174,3901,439,524,665,1764,55917
1472,8,37.6,127.06,6425,4292,170,397,357,1925,48190
124,22,37.56,126.94,2752,2638,450,595,255,201,23877
125,17,37.56,126.94,2585,2889,372,573,221,196,23877
126,22,37.56,126.94,2775,3092,330,444,504,414,13575
127,17,37.56,126.94,3015,2428,186,834,517,326,13575
128,22,37.56,126.94,3232,2227,65,249,736,539,24372
130,12,37.56,126.94,3161,2269,81,260,666,487,13575
131,25,37.6,126.94,3667,557,149,318,898,1124,52970
1473,10,37.6,127.06,7299,3553,64,870,1188,1447,48190
1474,10,37.6,127.06,5291,4251,641,580,948,2120,45343
1477,15,37.56,127.06,4744,3043,680,594,495,2040,140803
1478,10,37.6,127.06,4754,5029,184,402,728,1359,45343
1479,10,37.6,127.06,4536,3502,566,824,738,2081,140803
1480,15,37.6,127.06,5114,3357,742,917,591,1907,140803
1501,11,37.62,127,10979,1389,74,661,302,651,22814
1503,14,37.62,127,12762,1383,189,651,1213,819,67844
1504,12,37.62,127,10746,2100,711,636,583,1080,22814
1506,22,37.62,127,13264,2500,329,500,1004,1053,67844
1509,12,37.62,127.06,12024,422,984,320,936,793,54967
1510,12,37.62,127.06,11958,412,996,378,871,751,54967
1511,11,37.62,127.06,11668,380,1012,665,751,775,54967
1512,22,37.66,127,13347,1796,766,49,1081,1041,67844
1513,22,37.62,127,12844,1523,200,614,1278,881,67844
1514,12,37.62,127,12671,1236,271,538,1153,770,54967
1515,12,37.62,127,10104,2115,770,237,415,998,22814
1516,12,37.62,127,13014,2229,323,784,864,1199,67844
1518,12,37.66,127,13461,2403,179,574,1340,713,67844
1519,12,37.66,127,13724,3501,445,552,880,455,67844
1520,12,37.62,127,12930,1718,325,662,1287,968,67844
1522,12,37.66,127,14751,3728,934,327,522,637,21391
1525,12,37.62,127,11098,1315,78,182,196,532,22814
1526,10,37.66,127,13078,1693,434,405,1425,1127,67844
1527,12,37.62,127,11116,1356,75,224,226,519,22814
1528,12,37.62,127,9735,2581,851,596,151,649,22814
1529,17,37.62,127,11426,1353,403,394,353,285,22814
1530,12,37.66,127,13331,1975,687,391,1269,844,67844
1531,12,37.62,127,9664,2234,76,255,545,1280,22814
1532,12,37.62,127.06,9733,954,1266,226,295,1239,54967
1533,12,37.62,127.06,10432,304,1361,605,785,1221,54967
1534,22,37.62,127.06,9533,1489,1457,956,989,1213,54967
1535,12,37.62,127,12538,1520,258,937,974,597,67844
1536,22,37.62,127.06,12307,800,614,173,937,645,54967
1537,12,37.66,127,15725,4001,91,770,1288,1609,21391
1538,10,37.66,127,14917,3721,747,236,577,792,21391
1539,12,37.66,127,14230,3646,27,731,577,260,21391
1540,12,37.66,127,13292,2273,17,674,1203,871,67844
1541,12,37.62,127,11009,2044,704,621,691,1011,22814
1542,12,37.62,127,10457,2115,28,352,583,924,22814
1543,12,37.62,127,11416,1978,831,641,436,866,67844
1545,12,37.62,127,10338,2683,17,342,427,556,22814
1546,12,37.62,127,9826,2101,244,236,630,1443,22814
1547,17,37.62,127.06,10327,1578,805,913,571,1383,22814
1548,17,37.62,127.06,10723,1110,1128,1064,1027,1381,54967
1550,10,37.62,127,9754,2698,709,286,181,455,22814
1551,8,37.66,127,14870,3174,917,350,1091,730,67844
1552,8,37.62,127,12741,1343,211,646,1200,809,54967
1553,15,37.62,127.06,12153,604,803,187,907,692,54967
1554,10,37.62,127.06,12160,571,844,174,954,747,54967
1557,10,37.62,127.06,10708,59,1332,687,1071,1060,54967
1558,15,37.62,127.06,11039,813,1003,782,863,1133,54967
1560,10,37.62,127,10297,1737,737,396,359,1427,22814
1564,7,37.66,127,14210,3611,15,740,557,225,21391
1565,15,37.62,127,12477,1534,336,978,923,559,67844
1566,15,37.62,127,9898,2607,594,254,150,460,22814
1568,10,37.66,127,14014,3558,735,628,663,237,67844
1569,10,37.62,127,12645,1378,35,721,1080,683,54967
1571,20,37.62,127.06,11136,654,1124,792,948,1164,54967
1572,20,37.66,127,15825,4082,192,849,1390,1707,21391
1573,10,37.62,127,9918,2364,798,533,185,786,22814
1574,8,37.62,127,9969,1947,381,376,631,1520,22814
1601,22,37.62,127.06,8183,2889,112,817,626,700,82765
1602,17,37.62,127.06,8832,2226,131,558,538,496,82765
1603,12,37.62,127.06,9443,1240,1026,656,394,950,82765
1605,12,37.62,127.06,9473,2203,305,38,516,1405,82765
1606,12,37.62,127.06,7684,3927,89,852,962,1427,80111
1608,12,37.62,127.06,8369,3110,121,535,444,719,80111
1610,22,37.62,127.06,7194,4224,59,224,246,1057,80111
1611,22,37.62,127.06,8386,3002,578,405,387,230,80111
1616,12,37.62,127.06,9304,2105,154,541,640,888,52623
1617,22,37.62,127.06,9477,1682,423,846,589,1388,52623
1619,12,37.66,127.06,10024,756,1169,786,416,1064,112023
1620,12,37.66,127.06,10037,284,640,517,584,525,112023
1625,22,37.66,127.06,11201,1195,89,455,607,1438,209781
1628,12,37.7,127.06,16063,2543,473,433,1030,2848,209781
1630,10,37.7,127.06,16352,2835,181,623,788,3123,209781
1634,17,37.66,127.06,15533,2867,181,859,1007,2516,209781
1635,13,37.7,127.06,15966,3499,454,1283,1420,3111,209781
1636,12,37.66,127.06,10845,641,501,735,669,229,209781
1637,17,37.66,127.06,11220,883,182,525,694,638,209781
1639,12,37.7,127.06,16805,3286,271,330,350,3408,209781
1640,12,37.62,127.06,8454,3216,442,907,906,1037,82765
1641,17,37.62,127.06,8223,3488,540,1124,1074,1024,82765
1642,9,37.62,127.06,7316,4077,730,508,729,453,80111
1643,12,37.62,127.06,7540,4117,122,824,955,1509,80111
1646,22,37.62,127.1,7619,2802,779,298,232,584,80111
1650,22,37.62,127.06,9858,1536,428,584,418,1046,112023
1651,22,37.7,127.06,15920,2407,613,318,885,2697,209781
1652,12,37.7,127.06,16767,3251,236,371,402,3453,209781
1653,12,37.66,127.06,11339,992,21,598,774,802,209781
1654,17,37.66,127.06,11440,1667,385,344,558,1912,209781
1655,17,37.62,127.06,8878,2565,668,197,505,655,80111
1656,12,37.66,127.06,11026,1223,386,278,603,724,209781
1657,22,37.66,127.06,11507,435,597,714,177,835,209781
1659,12,37.66,127.06,10393,326,880,362,666,656,112023
1660,10,37.66,127.06,9397,1168,982,469,366,1135,52623
1661,12,37.66,127.06,10661,965,521,445,405,131,209781
1662,17,37.66,127.06,11408,542,452,474,318,730,209781
1663,22,37.62,127.06,8920,2152,599,258,205,39,82765
133,17,37.6,126.94,3386,257,195,536,858,1237,52970
134,10,37.56,126.94,3506,2153,314,331,1010,746,24372
135,12,37.56,126.94,3648,2148,474,600,1069,720,24372
136,9,37.56,126.94,3347,2575,478,303,646,593,13575
137,12,37.56,126.94,3451,2584,286,641,697,709,24372
138,12,37.56,126.94,3158,1823,491,613,1158,786,24372
1664,12,37.66,127.06,10370,233,732,401,649,539,112023
1665,12,37.66,127.06,9872,806,1114,815,233,1081,112023
1666,12,37.66,127.06,10873,725,567,426,750,998,209781
1667,12,37.66,127.06,10624,757,695,528,816,1075,112023
1668,12,37.66,127.06,10450,947,88,867,370,399,112023
1669,11,37.66,127.06,10171,1220,199,606,322,611,112023
1670,17,37.66,127.06,9778,809,707,252,403,906,52623
1671,17,37.62,127.06,9423,1360,562,258,302,1162,82765
1672,17,37.7,127.06,17733,4207,655,602,608,2482,19589
1673,18,37.66,127.06,11293,658,341,706,466,628,209781
1674,17,37.66,127.06,11421,431,565,525,208,749,209781
1675,16,37.62,127.06,9233,1477,673,651,560,898,82765
1677,12,37.62,127.06,6999,4393,649,606,619,406,80111
1678,17,37.66,127.06,10625,892,372,614,344,62,209781
1679,17,37.66,127.1,8105,2513,1206,241,303,90,80111
1680,12,37.66,127.1,8029,2421,1106,166,236,208,80111
1681,14,37.66,127.06,9435,1348,1603,1086,577,1602,112023
1682,15,37.66,127.06,10680,1139,570,251,424,1455,112023
1683,12,37.66,127.06,9932,1144,1315,748,293,1468,112023
1684,22,37.62,127.06,7576,4040,25,786,904,1512,80111
1685,10,37.66,127.06,9742,1126,1524,663,527,1426,112023
1686,12,37.66,127.06,14664,1194,451,573,219,1457,209781
1688,11,37.66,127.06,15169,1674,62,371,522,1951,209781
1689,12,37.66,127.06,15120,1637,16,437,484,1891,209781
1690,12,37.66,127.06,11708,877,396,556,610,1066,209781
1691,12,37.66,127.06,11648,1450,512,73,696,1303,209781
1692,12,37.66,127.06,14973,1796,758,422,382,1692,209781
1693,17,37.62,127.06,7909,3475,853,658,675,574,80111
1695,10,37.62,127.06,8510,3237,589,1025,1044,890,82765
1696,10,37.7,127.06,17500,3970,686,389,372,2699,209781
1697,10,37.66,127.06,11202,218,560,386,323,650,209781
1700,15,37.66,127.06,15087,1898,743,534,318,1807,209781
1702,12,37.66,127.06,11283,624,185,438,164,1256,125221
1703,17,37.7,127.06,17928,4411,79,941,375,2256,50970
1705,10,37.66,127.06,15655,2179,277,187,587,3442,79978
1706,12,37.66,127.06,15311,1972,244,628,476,2931,79978
1707,17,37.66,127.06,14149,1491,739,329,362,2027,125221
1708,10,37.66,127.06,14385,1479,789,359,635,2223,125221
1709,17,37.66,127.06,13734,1713,186,266,307,1673,79462
1713,12,37.66,127,14041,2319,644,748,356,1093,79462
1714,12,37.66,127.06,11553,1120,598,504,686,1808,125221
1715,22,37.66,127,14615,3712,313,453,495,516,79462
1716,12,37.66,127.06,13955,525,288,689,471,1333,125221
1717,17,37.66,127.06,14128,689,340,818,590,1461,125221
1719,12,37.7,127.06,16131,2679,649,315,1079,3590,50970
1720,29,37.66,127.06,15578,2080,350,308,518,2618,79978
1721,14,37.66,127.06,13867,730,67,467,780,1594,125221
1722,17,37.66,127.06,14359,889,538,592,176,1595,125221
1723,12,37.66,127,15179,2698,1323,509,848,1715,79978
1725,12,37.66,127.06,13312,1069,752,344,586,1863,125221
1726,10,37.66,127.06,14655,1933,1116,237,887,1942,79462
1727,17,37.7,127.06,16764,3340,424,361,946,3506,50970
1728,17,37.7,127.06,16588,3084,182,764,863,3595,50970
1729,12,37.7,127.06,17292,3779,532,379,447,2890,50970
1730,12,37.7,127.06,17690,4174,218,719,269,2493,50970
1731,17,37.7,127.06,17730,4244,398,691,65,2505,50970
1732,12,37.66,127.06,15519,2142,118,427,572,3088,79978
1733,14,37.66,127.06,15027,1769,537,676,517,2704,79978
1734,12,37.66,127.06,14655,2115,1080,331,674,1727,79462
1735,15,37.7,127.06,16762,3268,49,312,910,3433,50970
1736,14,37.66,127.06,13932,1569,462,269,175,1849,125221
1737,10,37.62,127.06,12538,799,1048,530,1276,1335,125221
1738,12,37.66,127.06,11156,519,221,589,87,1066,125221
1741,17,37.66,127.06,13249,1532,399,589,828,1540,125221
1742,12,37.66,127,13878,2807,1027,507,695,588,79462
1743,10,37.66,127.06,11513,227,517,503,430,1083,125221
1744,15,37.66,127.06,15262,1913,261,652,422,2938,79978
1746,10,37.66,127.06,15365,1996,160,548,455,3014,79978
1748,7,37.66,127.06,15662,2248,178,264,650,3240,79978
1749,10,37.66,127.06,15336,1892,196,502,291,2510,79978
1750,12,37.7,127.06,17732,4200,285,754,577,2437,50970
1751,15,37.66,127.06,13842,1161,541,585,295,2028,125221
1752,10,37.66,127.06,11358,795,264,399,327,1445,125221
1754,10,37.66,127.06,13423,1928,212,658,657,1531,79462
1756,10,37.66,127.06,13724,889,333,349,543,1754,125221
1757,10,37.66,127,14860,3691,801,278,529,735,79462
1758,10,37.66,127,15016,3689,628,281,621,893,79462
1759,10,37.7,127.06,16514,2991,351,758,770,3655,50970
1761,10,37.66,127,15495,2663,1184,25,1298,2209,79978
1762,30,37.66,127.06,14183,1202,511,823,571,2059,125221
1765,10,37.66,127.06,13680,1692,150,245,310,1696,125221
1767,10,37.66,127.06,15116,2302,1117,384,1069,2074,79978
1768,8,37.66,127,15155,2616,1414,459,861,1768,79978
1770,15,37.7,127.06,17388,3856,581,478,379,2782,50970
1771,15,37.66,127,14686,2320,1121,529,495,1530,79462
1772,10,37.66,127.06,14587,1863,1059,171,901,1953,79462
1774,8,37.66,127.06,13878,1767,311,224,338,1630,79462
1775,15,37.66,127.06,13696,814,293,298,616,1678,125221
1805,12,37.47,126.9,7048,2346,480,1048,1176,1448,24455
1806,12,37.5,126.9,6116,2257,737,1076,1076,1725,24455
139,15,37.56,126.94,3173,1774,556,669,1227,726,24372
140,22,37.56,126.94,3764,2207,628,429,902,649,24372
141,22,37.56,126.94,3115,1467,884,799,1223,617,41339
142,13,37.56,126.94,3871,3522,48,186,674,616,25358
143,11,37.53,126.94,2419,3949,108,366,354,1217,40509
1808,22,37.47,126.9,7384,2132,822,961,812,2028,24455
1809,12,37.47,126.9,7590,2292,656,842,709,2124,24455
1812,12,37.47,126.9,6746,1621,437,894,1417,2192,24455
1814,10,37.47,126.9,6831,1475,1003,589,1496,2809,24455
1816,22,37.44,126.9,9250,1481,1312,171,239,1873,113977
1819,12,37.47,126.9,8498,2546,207,825,864,3139,113977
1820,12,37.44,126.9,9636,1091,919,347,434,1639,113977
1821,12,37.44,126.9,8813,1965,917,308,375,2364,113977
1822,12,37.44,126.9,8689,2130,737,359,461,2564,113977
1823,22,37.47,126.9,8156,2790,534,850,1089,3223,113977
1824,17,37.47,126.9,8232,2887,532,409,737,2347,113388
1825,12,37.47,126.9,8860,2460,280,626,665,3287,113388
1826,22,37.47,126.9,8757,2768,471,311,522,3625,113388
1827,22,37.47,126.9,8579,2624,76,589,999,3324,113388
1828,12,37.47,126.9,6511,1156,1126,294,1063,2272,113388
1829,12,37.47,126.9,7184,1849,768,250,1442,2731,113388
1830,17,37.47,126.9,7169,1811,684,158,1547,2978,113388
1831,12,37.47,126.9,6824,1477,1042,508,1214,2480,113388
1833,12,37.47,126.9,7736,2373,94,448,1163,2726,113388
1834,17,37.47,126.9,7222,2308,351,997,1133,1466,24455
1835,12,37.47,126.9,7075,1943,400,1035,1091,1930,24455
1836,9,37.47,126.94,6967,1971,1659,554,1009,2160,113388
1839,22,37.47,126.9,7034,1884,432,971,1129,1997,24455
1840,22,37.47,126.9,7051,1785,757,885,1159,2266,24455
1841,12,37.47,126.9,6688,1394,899,431,1346,2588,24455
1842,17,37.47,126.94,7510,2486,1369,23,1557,3282,113977
1843,12,37.47,126.94,5867,1063,1190,208,97,1216,113388
1845,17,37.47,126.9,8260,3026,471,976,1028,3676,113388
1846,17,37.47,126.9,8121,2951,491,981,1257,3463,113388
1847,12,37.47,126.9,8405,3241,587,166,833,4033,21456
1848,12,37.47,126.9,7090,1910,517,932,1073,2018,24455
1849,12,37.47,126.9,6568,1567,392,1083,1611,2197,24455
1850,12,37.47,126.9,6702,1653,328,1034,1472,2124,24455
1851,12,37.47,126.9,6900,2041,139,1294,1516,1724,24455
1852,12,37.44,126.94,8501,2304,1818,326,267,1973,113977
1853,12,37.47,126.9,6917,1556,916,416,1390,2646,113388
1854,12,37.47,126.9,6305,950,864,431,1208,1790,113388
1855,12,37.44,126.9,8967,1959,646,186,278,2610,113977
1856,12,37.47,126.94,5863,773,921,362,390,1448,113388
1858,12,37.44,126.9,10298,437,243,937,877,600,113977
1859,22,37.47,126.9,7760,2416,323,675,835,2382,24455
1861,10,37.44,126.9,10314,439,226,924,895,550,113977
1862,30,37.47,126.9,7945,3066,671,886,1365,3499,113388
1863,14,37.47,126.9,7990,2971,654,781,1270,3376,113388
1864,15,37.47,126.9,8368,2522,527,939,824,2954,113977
1865,10,37.47,126.9,8494,2524,252,1162,835,3098,113977
1866,20,37.47,126.9,8620,2830,409,264,662,3629,113388
1867,20,37.47,126.9,6789,1849,114,1266,1438,1915,24455
1868,15,37.44,126.9,9171,1575,1237,305,357,2011,113977
1869,15,37.47,126.9,8212,2816,416,995,1120,3324,113388
1870,8,37.47,126.9,6350,1090,1143,400,675,1924,113388
1901,12,37.5,126.9,3955,3295,498,633,811,2766,37188
1904,12,37.5,126.9,3160,3761,35,706,70,1889,37188
1906,22,37.5,126.9,3317,3022,139,426,863,1590,37188
1908,12,37.5,126.9,5447,3052,243,169,591,1829,143240
1910,7,37.5,126.9,4764,2238,673,608,517,2906,143240
1911,12,37.5,126.9,5486,246,38,1006,828,996,143240
1912,12,37.5,126.9,5546,1266,402,657,1109,1687,143240
1913,12,37.5,126.9,5278,1258,352,440,880,1536,143240
1914,12,37.5,126.9,4875,1359,128,368,624,1382,143240
1916,12,37.5,126.9,4979,1617,446,69,514,1760,143240
1920,12,37.5,126.9,3929,2577,541,752,639,2137,143240
1924,12,37.47,126.9,6363,1048,917,469,1043,1873,15250
1925,22,37.5,126.9,5236,3625,440,491,379,1477,53132
1928,12,37.5,126.9,5237,3548,374,558,374,1527,53132
1929,12,37.5,126.9,5729,2630,1277,793,769,960,53132
1930,9,37.5,126.9,6225,1810,555,104,1068,232,88876
1931,12,37.5,126.9,6179,1606,56,468,695,618,88876
1933,12,37.5,126.9,6345,2285,840,768,852,686,88876
1936,12,37.5,126.9,6187,1566,59,584,645,724,88876
1937,17,37.5,126.9,7297,512,791,183,1323,1163,88876
1941,12,37.5,126.9,7127,1550,83,971,1260,721,76795
1943,12,37.5,126.8,8545,2727,109,413,342,571,24890
1946,12,37.5,126.9,4335,2915,171,960,541,2654,143240
1951,22,37.47,126.8,8497,1101,732,794,1150,1480,76795
1952,17,37.47,126.9,7988,548,867,950,1351,1681,76795
1953,22,37.5,126.8,8019,1247,74,208,493,1214,76795
1955,12,37.47,126.9,5692,349,266,1213,1139,1180,143240
1956,12,37.5,126.9,3595,3403,740,312,809,2147,37188
1957,17,37.5,126.9,5539,2798,518,201,94,2045,143240
1958,12,37.5,126.9,4800,1730,506,119,332,1792,143240
1959,12,37.5,126.9,4738,1816,587,203,260,1860,143240
1960,12,37.5,126.9,4058,2377,636,905,453,2214,143240
1961,17,37.5,126.9,3443,2825,79,590,1051,1640,143240
1962,17,37.47,126.9,6222,1063,702,824,1280,1816,143240
1964,12,37.5,126.9,5583,2140,493,329,162,1156,53132
1965,17,37.5,126.9,5936,1868,290,406,583,681,88876
1966,12,37.5,126.9,5781,1944,439,761,238,1023,88876
144,12,37.53,126.94,2385,4097,107,510,501,1226,40509
145,11,37.53,126.94,2461,4063,36,567,466,1181,40509
146,14,37.53,126.94,1776,4104,42,726,811,1380,22594
147,9,37.53,126.94,1718,4169,31,798,881,1451,22594
148,13,37.53,126.94,1903,3744,398,562,670,1040,22441
1967,12,37.5,126.9,6323,2713,1193,320,458,1147,88876
1968,14,37.5,126.9,6562,1930,512,641,1370,416,88876
1969,12,37.5,126.8,7658,3043,1192,671,340,1603,24890
1971,12,37.5,126.8,8550,2477,263,1023,411,342,24890
1973,12,37.5,126.8,8021,1575,268,165,211,970,76795
1974,12,37.5,126.9,4045,2952,205,671,970,2905,37188
1975,12,37.5,126.9,5073,1188,84,460,807,1316,143240
1976,12,37.5,126.9,5961,1541,89,1051,1483,2322,143240
1977,17,37.5,126.8,8057,1269,74,188,499,1182,76795
1979,12,37.5,126.9,5697,2797,591,353,240,2029,143240
1981,12,37.47,126.8,8387,841,900,993,1191,1770,76795
1983,12,37.5,126.9,4260,2654,164,1038,684,2937,143240
1984,12,37.5,126.9,4891,1800,610,172,413,3270,143240
1985,22,37.5,126.9,4467,1854,633,447,177,1754,143240
1986,17,37.5,126.9,5806,788,557,502,1225,1444,143240
1987,17,37.5,126.9,6445,1272,515,1025,565,1078,88876
1988,22,37.5,126.9,5129,2843,827,328,300,1336,53132
1991,12,37.5,126.9,6857,1807,262,879,1194,581,76795
1992,21,37.5,126.8,8058,2069,758,657,930,756,76795
1993,12,37.5,126.8,8113,1794,479,352,1212,784,76795
1994,12,37.5,126.9,5301,3159,202,284,531,1791,143240
1996,22,37.5,126.9,5488,3151,150,272,490,1727,143240
1998,10,37.5,126.9,5165,3258,303,436,543,1782,143240
1999,17,37.5,126.8,7945,2423,704,1060,562,950,24890
2000,17,37.5,126.9,3166,3408,548,211,466,1652,37188
2002,20,37.5,126.94,1669,5284,58,441,1799,913,46352
2003,12,37.5,126.94,1843,5010,634,798,1345,1126,46352
2007,22,37.5,126.94,1494,4099,592,608,498,2045,40177
2008,12,37.5,126.94,1989,3447,463,739,491,2437,40177
2009,12,37.5,126.94,3173,2258,45,818,185,1427,40177
2012,12,37.5,126.9,4934,430,543,470,973,421,47318
2013,32,37.5,126.94,2309,3891,108,256,544,1391,133357
2015,12,37.5,126.94,2985,2798,120,372,664,2321,40177
2016,12,37.5,126.94,3052,2611,99,500,475,2539,40177
2020,12,37.5,126.94,2453,3776,45,165,613,1420,133357
818,17,37.53,127,3070,5570,243,461,306,445,20661
2025,17,37.5,126.94,1064,6568,27,614,1416,907,35551
2026,12,37.5,126.94,1144,6615,64,528,1484,852,35551
2027,17,37.5,126.94,1514,5454,448,371,2029,434,35551
2032,12,37.5,127,2921,4876,152,448,556,1343,106157
2033,12,37.47,127,3336,4680,547,757,950,1310,106157
2034,22,37.47,127,3847,4581,94,758,1063,1440,106157
2036,22,37.5,127,1985,6148,877,683,245,1441,106157
